,40.0
ivminus,112.0
ivorie,112.0
ivors,75.0
ivory,87.0
ivorycountry,53.0
ivoryfanged,265.0
ivoryhandled,86.0
ivoryhis,83.0
ivoryinlaid,123.0
ivorylike,177.0
ivorymostly,182.0
ivoryoh,50.0
ivoryribbed,64.0
ivorystudded,110.0
ivorytusked,151.0
ivorywhite,69.0
ivoryyou,121.0
ivry,182.0
ivs,110.0
ivsaintdenis,51.0
ivthe,118.5
ivtholomyes,108.0
ivwhich,109.0
ivworks,181.0
ivy,110.0
ivyi,46.0
ivyoh,107.0
ivyreally,181.0
ivytod,196.0
ivywood,129.0
ivywreathed,111.0
iwantyou,83.0
iwantyoutogetintothenest,111.0
iwarned,52.0
iwe,130.0
iwell,95.0
iwelove,146.0
iwere,188.0
iwhat,113.5
iwhere,86.0
iwhich,130.5
iwhile,176.0
iwho,101.5
iwhom,58.0
iwhy,69.0
iwis,140.0
iwith,97.0
ix,121.0
ixa,97.0
ixare,216.0
ixcloistered,107.0
ixeclipse,75.0
ixemployment,77.0
ixion,103.5
ixions,103.0
ixjondrette,163.0
ixlaura,202.0
ixmadame,138.0
ixmarius,119.0
ixnew,116.0
ixreturning,185.0
ixs,127.0
ixthe,111.5
ixthenardier,111.0
ixxii,179.0
iyea,125.0
iyes,82.0
iying,92.0
iyou,156.0
iz,53.0
izaak,88.0
izehar,167.0
izeharites,44.0
izhar,109.0
izharites,62.0
izquierda,80.0
izquierdeaba,212.0
izquierdo,86.0
izrahiah,110.0
izrahite,57.0
izri,47.0
j,96.0
ja,39.5
jaa,230.0
jaakan,66.0
jaakobah,87.0
jaala,78.0
jaalah,78.0
jaalam,125.0
jaanai,81.0
jaareoregim,70.0
jaasau,77.0
jaasiel,144.0
jaazaniah,59.0
jaazer,95.0
jaaziah,52.0
jaaziel,123.0
jab,83.5
jabal,105.0
jabales,120.0
jabbed,110.0
jabber,126.0
jabbered,59.0
jabbering,105.0
jabberings,80.0
jabberwock,105.0
jabberwocky,96.0
jabbok,89.0
jabesh,55.0
jabeshgilead,62.0
jabeth,57.0
jabez,53.0
jabezs,81.0
jabin,139.0
jabins,84.0
jabn,108.0
jabneel,85.0
jabneh,57.0
jabonado,83.0
jabonaduras,89.0
jaboneros,59.0
jaca,59.0
jacas,117.0
jaceas,207.0
jacebunt,119.0
jacent,111.0
jacentem,141.0
jacentes,191.0
jacentis,207.0
jacere,124.0
jacet,92.0
jachan,104.0
jachin,71.0
jacinth,40.0
jacinths,97.0
jacinto,105.0
jacintos,35.5
jack,97.0
jackal,127.0
jackalent,118.0
jackals,98.0
jackaltabaqui,90.0
jackanape,107.0
jackanapes,98.5
jackass,119.5
jackasses,70.5
jackassesor,102.0
jackasss,42.5
jackboots,198.0
jackd,120.0
jackdaw,130.0
jacke,145.0
jacket,84.5
jacketa,147.0
jacketcollar,19.5
jackets,96.5
jackinoffice,150.0
jackinthebox,85.0
jackjohns,213.0
jackknife,107.0
jackknives,60.0
jacknape,98.0
jacko,75.0
jackofalltrades,70.0
jackolantern,128.0
jackolanterns,94.5
jackplane,130.0
jackpriests,125.0
jackpudding,150.0
jacks,117.0
jacksauce,21.0
jackscrew,68.5
jackslave,125.0
jackson,147.0
jacksons,115.0
jackstaff,111.0
jacktowel,109.0
jackwho,71.0
jacky,82.0
jacob,62.0
jacoba,134.0
jacobean,103.5
jacobin,153.0
jacobinism,133.0
jacobins,74.0
jacobite,66.0
jacobs,98.0
jaconet,94.0
jacopo,84.0
jacopos,171.0
jacquard,68.0
jacqueline,113.0
jacquelines,109.0
jacquemart,107.0
jacquerie,109.5
jacqueries,157.0
jacques,66.5
jacquin,86.0
jacquot,123.0
jacta,119.0
jactandis,219.0
jactando,112.0
jactant,149.0
jactantius,111.0
jactu,225.0
jaculamur,160.0
jaculans,161.0
jaculation,22.0
jaculum,162.0
jada,61.0
jaddua,220.0
jade,112.0
jadeando,133.0
jaded,106.0
jadedlooking,108.0
jadedyou,65.0
jadefaced,131.0
jadegreen,139.0
jades,64.5
jadis,132.0
jadon,81.0
jadore,160.5
jady,137.0
jaeces,129.0
jael,48.0
jaez,78.0
jaffa,132.0
jaffas,70.0
jaffathe,177.0
jagged,95.0
jaggedly,54.5
jaggeree,106.0
jaggers,34.0
jaggersall,73.0
jaggersand,50.0
jaggersput,60.0
jaggerss,143.0
jaggerth,178.0
jaggerthmithter,195.0
jaggling,64.0
jaggy,70.0
jaghana,77.0
jago,84.0
jagos,105.0
jags,120.0
jagt,128.0
jaguar,64.0
jagur,75.0
jah,126.0
jahath,151.0
jahaz,91.0
jahaza,130.0
jahazah,144.0
jahaziah,46.0
jahaziel,119.0
jahdai,102.0
jahdiel,101.0
jahdo,38.0
jahleel,46.0
jahleelites,57.0
jahmai,131.0
jahr,291.0
jahre,142.0
jahren,83.0
jahresbericht,135.0
jahrzehnten,136.0
jahzah,144.0
jahzeel,89.0
jahzeelites,85.0
jahzerah,38.0
jahziel,89.0
jai,130.0
jail,79.0
jailbird,92.0
jailed,73.5
jailer,101.0
jailers,113.0
jailonce,85.0
jailor,144.0
jails,83.0
jailwindow,126.0
jaime,92.0
jair,54.0
jairite,51.0
jairus,133.5
jakan,87.0
jake,156.0
jakeh,83.0
jakers,145.0
jakes,87.0
jakim,107.0
jalaka,116.0
jalap,133.5
jalaps,71.0
jalasuka,177.0
jaldes,75.0
jalon,68.0
jalouse,87.0
jalousieblinds,57.0
jalousies,83.0
jaloux,78.0
jalyssus,171.0
jam,101.0
jamai,148.0
jamaica,119.0
jamaicais,142.0
jamaicareturns,49.0
jamais,156.0
jamand,85.0
jamany,97.0
jamb,74.5
jambe,113.0
jambolana,136.0
jambres,91.0
jambs,106.0
james,106.0
jamesno,63.0
jameson,123.0
jamesons,77.0
jamess,70.0
jamestown,133.0
jamesy,100.0
jamie,148.0
jamin,98.0
jaminites,50.5
jamjam,171.0
jamjars,88.0
jamlech,112.0
jammaking,98.0
jammed,78.5
jammerte,146.0
jammets,68.0
jamming,144.0
jampuffs,178.0
jamque,147.0
jams,71.0
jamthats,70.0
jamy,141.0
jan,119.5
jana,114.0
janassa,148.0
janders,88.0
jane,55.0
janeand,93.5
janeannmrs,126.0
janecarried,172.0
janecome,139.0
janedo,43.0
janefetch,112.0
janefor,117.0
janefrom,131.0
janegive,89.0
janeinquiries,125.0
janeiro,77.0
janemumpsthe,163.0
janenothing,128.0
janeone,59.0
janeonlyonly,116.0
janerepeat,59.0
janerepeated,151.0
janes,97.0
janeshe,181.0
janeso,61.5
janet,82.0
janethat,76.0
janethe,107.0
janethere,101.0
janetrust,134.0
janetthat,42.0
janewhich,31.0
janewho,79.0
janey,225.0
jangle,103.0
jangled,75.5
jangling,92.0
janian,104.0
janiculum,69.0
janie,74.0
janies,128.0
janira,170.0
janissaries,62.0
janissary,85.0
janitor,73.0
janizaries,139.0
janizzaries,81.0
janker,74.0
janna,55.0
jannes,125.0
jannock,109.0
janoah,131.0
janot,83.0
jansen,69.0
jansenism,125.0
jansenist,155.0
janto,136.0
januarius,105.0
january,154.0
januarys,132.0
januarythis,62.0
januarywearing,126.0
janum,99.0
janus,145.0
januslike,54.0
japan,95.5
japanee,64.0
japanese,146.0
japanesepaper,91.0
japanesily,181.0
japanned,68.0
japanning,121.0
japans,176.0
japers,111.0
japhet,131.0
japheth,57.0
japhia,159.0
japhlet,95.0
japhleti,57.0
japho,87.0
japon,52.0
japonicas,83.0
japp,70.5
jappa,184.0
jappend,72.0
japprenne,32.5
japps,204.0
jappte,159.0
japs,96.0
jaquenetta,97.0
jaquenettas,57.0
jaques,127.0
jar,82.5
jara,159.0
jarah,158.0
jarama,101.5
jaramilla,93.5
jarcias,124.0
jardan,139.0
jardans,66.0
jardin,70.5
jardines,84.0
jardins,93.0
jardn,119.0
jareb,97.0
jared,114.0
jaresiah,51.0
jargon,98.0
jargona,120.0
jargons,79.0
jarha,80.0
jarib,137.0
jarifa,123.0
jarlath,126.0
jarmuth,167.0
jarnac,122.0
jaroah,38.0
jaropelk,86.0
jaros,110.0
jarred,83.0
jarring,123.0
jarrings,78.0
jarro,106.0
jars,94.0
jarteer,61.0
jarteerhave,94.0
jarvey,125.0
jarveys,110.0
jarvies,74.5
jarvis,159.0
jarviss,53.0
jarx,100.0
jas,90.0
jashen,91.0
jasher,84.0
jashobeam,88.0
jashub,88.0
jashubilehem,55.0
jashubites,79.0
jasiel,83.0
jasmine,149.0
jasmines,116.0
jasn,178.0
jason,95.0
jasons,106.0
jaspberry,57.0
jaspe,98.0
jaspeaban,42.0
jaspeada,60.0
jaspeados,168.0
jasper,104.5
jaspers,83.0
jasperstone,220.0
jataveshtitaka,111.0
jathniel,115.0
jattir,84.0
jaucourt,98.0
jaula,129.0
jaulas,118.0
jaunce,52.0
jauncing,140.5
jaundicd,149.0
jaundice,99.0
jaundiced,146.0
jaundies,86.0
jaunes,116.0
jaunt,126.5
jaunted,298.0
jauntily,124.0
jauntiness,148.0
jaunting,40.5
jaunts,139.0
jaunty,91.5
jauntyhatted,81.0
jauregui,80.0
jaureguy,95.0
jause,183.0
jausion,120.0
jauziers,47.0
java,80.5
javan,82.5
javans,93.0
javathey,136.0
javelin,43.5
javelins,85.0
javert,54.0
javerts,160.0
javlin,106.5
javlins,81.0
javottes,88.0
javoue,189.0
jaw,89.0
jawbeing,115.0
jawbo,161.0
jawbone,106.0
jawbones,120.0
jawbreakers,101.0
jawcorners,72.0
jawes,34.0
jawge,89.0
jawhinges,88.0
jawin,137.0
jawing,111.0
jawingvyages,100.0
jawivory,125.0
jawohl,76.0
jaws,91.0
jawsa,176.0
jawsthe,147.0
jawthe,94.0
jawyes,70.0
jaxa,115.0
jaxonthere,91.0
jay,102.0
jayadeva,100.0
jayamangla,128.0
jayanes,146.0
jays,159.0
jaysus,20.5
jazer,45.0
jaziz,108.0
jazmines,34.0
jazyges,54.0
jazz,1167.0
jb,90.0
jc,123.0
je,126.0
jealo,30.0
jealous,82.0
jealousblack,247.0
jealousie,114.0
jealousies,101.0
jealously,100.0
jealouslyguarded,53.0
jealousy,91.0
jealousyah,95.0
jealousyand,109.0
jealousyperhaps,104.0
jealousyshe,103.0
jeameses,197.0
jean,56.0
jeanah,100.0
jeanfrancois,113.0
jeanjacques,96.0
jeanne,85.5
jeannes,63.0
jeannette,85.0
jeanpaullike,141.0
jeans,152.0
jeanthat,112.0
jeanthescrew,98.0
jearim,86.0
jebbs,123.0
jeberechiah,39.0
jebus,149.0
jebusi,43.0
jebusite,43.0
jebusites,35.0
jecamiah,130.0
jechonias,124.0
jecoliah,107.0
jeconiah,207.0
jecore,226.0
ject,156.0
jecta,112.0
jecur,150.0
jedaiah,85.0
jede,176.0
jedediah,92.0
jedem,192.0
jeden,181.0
jeder,228.0
jedermann,100.0
jedes,121.0
jedesmal,99.0
jedge,114.0
jedged,70.0
jediael,61.0
jedidah,90.0
jedidiah,86.0
jedoch,43.0
jeduthun,64.0
jeep,123.0
jeer,88.0
jeered,112.0
jeerer,86.0
jeering,121.5
jeeringly,110.5
jeers,113.0
jeesum,97.0
jeezer,91.0
jeezerites,95.0
jeff,78.0
jeffereysclara,104.0
jefferson,75.5
jeffersons,103.0
jeffries,106.0
jeffs,127.0
jegarsahadutha,153.0
jegerl,127.0
jeglicher,157.0
jeh,76.0
jehaleleel,135.0
jehan,68.0
jehdeiah,55.0
jehdo,99.0
jeher,125.0
jehezekel,37.0
jehiah,31.0
jehiel,109.0
jehieli,67.0
jehizkiah,71.0
jehoadah,162.0
jehoaddan,117.0
jehoahaz,70.0
jehoash,85.0
jehohanan,92.0
jehoiachin,71.0
jehoiachins,151.0
jehoiada,111.0
jehoiakim,159.0
jehoiarib,137.0
jehonadab,54.0
jehonathan,51.0
jehoram,69.0
jehosaphat,105.0
jehoshabeath,131.0
jehoshaphat,45.0
jehosheba,99.0
jehoshua,54.0
jehoshuah,37.0
jehovah,75.0
jehovahjireh,54.0
jehovahnissi,49.0
jehovahs,117.0
jehovahshalom,64.0
jehozabad,120.0
jehozadak,177.0
jehu,97.0
jehubbah,67.0
jehucal,79.0
jehud,125.0
jehudi,131.0
jehudijah,95.0
jehush,96.0
jeiel,101.0
jejune,101.0
jekabzeel,40.0
jekameam,61.0
jekamiah,189.0
jekuthiel,62.0
jekyll,169.0
jekyllgod,102.0
jekyllhe,122.0
jekylls,80.0
jekyllsmr,68.0
jell,124.0
jellicks,128.0
jellied,139.0
jellies,104.5
jellily,138.0
jelloids,71.0
jelly,87.5
jellyfish,50.0
jem,177.0
jemals,75.0
jemand,182.0
jemandem,60.0
jemanden,29.5
jemappes,103.0
jemima,141.0
jemimapretty,115.0
jemmies,135.0
jemmy,158.0
jemuel,93.0
jen,105.5
jena,72.0
jenem,90.0
jenen,85.0
jener,66.0
jenie,158.0
jeniedieu,87.0
jenkins,69.0
jenkinson,114.0
jenkinsons,102.0
jennets,150.0
jennie,105.0
jennings,45.0
jenningsoh,113.0
jenningss,73.0
jenny,89.0
jennyand,117.0
jennyass,131.0
jennyassesas,118.0
jennybut,93.0
jennyher,109.0
jennyjust,52.0
jennylet,76.0
jennymy,146.0
jennys,184.5
jennytake,104.0
jenzaros,92.0
jeoparded,90.0
jeopardize,94.5
jeopardized,131.0
jeopardy,63.0
jephro,117.0
jephtha,100.5
jephthae,80.0
jephthah,76.0
jephunneh,55.0
jepson,151.0
jepsons,70.0
jeptha,112.0
jer,78.0
jerah,118.0
jerahmeel,76.0
jerahmeelites,62.0
jerbilla,94.0
jered,137.0
jerem,81.0
jeremai,142.0
jeremiah,57.0
jeremiahs,164.0
jeremias,47.0
jeremies,65.0
jeremoth,128.0
jeremy,174.0
jeremys,125.0
jerez,151.0
jerezanos,98.0
jeriah,83.0
jeribai,111.0
jericho,101.0
jeriel,102.0
jerigonza,137.0
jerijah,86.0
jerimoth,133.0
jeringas,135.0
jerioth,54.0
jerk,93.0
jerked,92.5
jerkily,124.0
jerkin,77.0
jerkined,104.0
jerking,87.0
jerkings,88.0
jerkins,68.0
jerks,84.0
jerky,163.0
jermyn,186.0
jernima,103.0
jernimo,89.0
jeroboam,46.5
jeroboams,71.5
jeroboamwhy,103.0
jeroen,159.0
jeroham,38.0
jerome,129.5
jeronima,88.0
jeronimo,72.0
jeronimy,82.0
jerrais,95.0
jerry,72.0
jerrybuilt,260.0
jerrymandering,177.0
jerrys,130.0
jersey,75.0
jerseys,87.5
jeru,138.0
jerubbaal,93.0
jeruel,67.0
jerusalem,45.0
jerusalemand,48.0
jerusalemhad,148.0
jerusalems,115.0
jerusaln,111.0
jerusha,90.0
jerushah,80.0
jervas,96.0
jervass,155.0
jervis,77.0
jes,94.0
jesaiah,68.0
jeshaiah,109.0
jeshanah,70.0
jesharelah,45.0
jesher,71.0
jeshimon,115.0
jeshishai,38.0
jeshohaiah,124.0
jeshu,131.0
jeshua,33.0
jeshuah,27.0
jeshurum,159.0
jeshurun,87.0
jesiah,141.0
jesified,180.0
jesimiel,63.0
jess,79.0
jessamine,97.5
jessas,44.0
jesse,43.5
jesses,95.5
jessica,114.0
jessie,174.0
jest,64.0
jestas,104.0
jestbook,52.0
jestdisgrace,76.0
jested,97.0
jester,110.5
jesters,159.0
jesting,101.0
jestingclaudian,52.0
jestingly,142.0
jests,99.0
jestthat,67.0
jesty,279.0
jestyes,145.0
jesu,54.0
jesucristo,149.0
jesui,106.0
jesuit,118.0
jesuites,82.0
jesuitic,126.0
jesuitical,144.0
jesuitically,112.0
jesuitism,75.0
jesuits,93.0
jesurum,161.0
jesurun,87.0
jesus,49.0
jesusjack,43.0
jesusmariejoseph,88.0
jesusmario,154.0
jesusmondieubancrocheabaslalune,85.0
jesusmygodbandylegdown,98.0
jesusthat,52.0
jet,125.0
jetais,87.0
jetand,109.0
jetant,66.0
jetavana,92.0
jetblack,108.5
jetez,117.0
jether,95.0
jetheth,239.0
jethlah,78.0
jethro,92.5
jets,86.0
jetsam,98.0
jetted,81.0
jettest,73.0
jetthat,145.0
jetties,72.0
jetting,67.0
jettingand,152.0
jetty,123.0
jetur,110.0
jetz,28.0
jetzt,66.0
jeu,78.5
jeudi,121.0
jeuel,102.0
jeune,69.0
jeunes,85.0
jeunesse,121.0
jeuneurs,65.0
jeush,128.0
jeux,174.0
jeuz,78.0
jew,66.0
jewah,77.0
jewand,101.0
jewas,91.0
jewbaiting,78.0
jeweils,227.0
jewel,95.0
jewelbox,48.5
jewelboxes,54.0
jewelcase,81.5
jewelcases,86.0
jewelcasket,54.0
jeweld,86.0
jeweled,110.0
jewelers,62.0
jewelery,58.0
jewelfrontleted,65.0
jewelhilted,136.0
jewell,30.0
jewelled,93.0
jeweller,117.0
jewellerand,50.0
jewelleroh,105.0
jewellers,88.0
jewellerwell,113.0
jewellery,121.0
jewelmemento,125.0
jewelprince,106.0
jewelry,103.0
jewels,82.5
jewelsi,89.0
jewes,64.0
jewess,141.5
jewesses,137.5
jewgreek,181.0
jewies,56.0
jewish,85.0
jewjesuit,173.0
jewkins,136.0
jewman,87.0
jewmans,81.0
jewry,194.0
jews,48.5
jewsa,147.0
jewsharp,81.0
jewsharping,54.0
jewsharps,158.0
jewsmany,74.0
jewusurer,124.0
jewy,72.0
jeyes,141.0
jeypoor,118.0
jezail,85.0
jezaniah,59.0
jezebel,95.0
jezebels,87.0
jezer,76.0
jezerites,79.0
jeziah,94.0
jeziel,82.0
jezliah,114.0
jezoar,80.0
jezrahiah,98.0
jezreel,26.0
jezreelite,77.0
jezreelitess,101.0
jf,26.0
jher,156.0
jhn,53.0
jhu,111.0
jib,115.5
jibbed,105.0
jibboom,162.0
jibbooms,85.0
jibed,82.0
jibes,125.0
jibs,145.0
jibsam,100.0
jibstay,172.0
jibsteer,69.0
jicio,131.0
jidlaph,90.0
jiff,57.0
jiffey,137.0
jiffy,69.5
jig,75.0
jigajiga,272.0
jigand,120.0
jiggedy,194.0
jiggered,59.0
jigging,97.0
jigjag,308.0
jigmaker,95.0
jigs,132.0
jigtime,68.0
jigur,129.0
jill,167.0
jills,77.0
jilt,163.0
jilted,95.5
jilts,84.0
jim,55.0
jimand,85.0
jimbad,86.0
jimcracks,181.0
jimdid,83.0
jimheres,56.0
jimhim,40.5
jimi,110.0
jimia,119.0
jimif,113.0
jimimi,106.0
jimio,60.0
jimjims,295.0
jimlooking,68.0
jimmie,100.0
jimmini,91.0
jimminy,120.0
jimmy,82.5
jimmys,114.0
jimna,90.0
jimnah,58.0
jimnites,101.0
jimold,95.0
jimpoor,114.0
jimpson,97.5
jims,65.0
jimstopping,81.0
jimthis,94.0
jimtit,87.0
jimtorn,174.0
jimyou,85.0
jinbad,77.0
jine,71.0
jineta,29.5
jinete,116.0
jinetes,154.0
jing,75.0
jingbang,82.0
jingle,74.0
jingled,80.5
jinglejaunty,204.0
jinglers,90.0
jingles,118.0
jingling,85.0
jingly,238.0
jingo,125.5
jingoes,73.0
jings,45.5
jingunt,177.0
jining,104.0
jink,91.0
jinkleman,106.0
jinks,103.0
jint,157.0
jinte,95.0
jip,104.0
jiphtah,46.0
jiphthahel,99.0
jippert,195.0
jira,112.0
jirn,74.0
jironado,115.0
jis,100.0
jist,57.5
jiujitsu,148.0
jivic,92.0
jivio,135.0
jiwanjiva,93.0
jjillustrations,208.0
jjomolloy,214.0
jl,184.0
jmbeowulf,222.0
jmthe,236.0
jnger,99.0
jno,118.0
jntate,163.0
jo,42.0
joab,142.0
joabs,65.0
joachim,154.0
joachims,163.0
joah,62.0
joahaz,51.0
joan,129.0
joanna,113.0
joannas,108.0
joanner,162.0
joannes,119.0
joannesi,101.0
joaquin,106.0
joash,70.5
joatham,168.0
job,75.5
jobab,68.0
jobad,178.0
jobaid,164.0
jobb,66.0
jobber,113.0
jobbers,102.0
jobbing,121.0
jobbs,62.0
jobcoming,154.0
jobert,91.0
jobfor,139.0
jobmaster,36.0
jobs,91.0
jobshop,111.0
jocandi,122.0
jochaides,152.0
jochebed,106.0
jock,103.0
jockey,119.0
jockeycap,65.0
jockeyclub,81.0
jockeyed,174.0
jockeys,205.0
jockeyship,64.0
jocks,45.0
joco,92.0
jocond,93.0
joconde,74.0
jocos,138.0
jocose,90.0
jocosely,171.0
jocoseness,149.0
jocoserious,168.0
jocosity,120.0
jocoso,134.0
jocular,111.0
jocularibus,103.0
jocularity,158.5
jocularly,131.0
jocund,108.0
jocunda,72.0
jocundly,105.5
joe,42.5
joealways,73.0
joed,38.0
joefrom,73.0
joegargery,124.0
joehonest,92.0
joehuck,123.0
joei,95.0
joel,92.0
joelah,123.0
joenot,118.0
joeperhaps,93.0
joes,60.5
joescame,72.0
joey,114.0
joeynearly,181.0
joezer,130.0
jog,102.5
jogalong,96.0
jogashiras,50.0
jogbehah,136.0
jogged,120.0
joggerfry,127.0
jogging,116.0
joggle,61.0
joggled,125.0
jogjaunty,256.0
jogs,175.0
jogtrot,56.0
joh,67.0
joha,58.0
johanan,49.0
johann,147.0
johanna,153.0
johannes,140.0
johannesburg,87.0
johannisberger,98.0
john,73.0
johna,105.0
johnadreams,185.0
johnand,105.5
johnanything,93.0
johnhad,98.0
johnit,69.0
johnlook,68.0
johnmontaigne,94.0
johnnie,109.0
johnnies,116.5
johnny,124.5
johnnys,83.0
johnof,293.0
johns,88.0
johnsfor,163.0
johnsitting,57.0
johnson,123.0
johnsonian,107.0
johnsons,159.0
johnstem,90.0
johnston,121.0
johnstown,70.0
johnswort,239.0
johnveneration,83.0
johnwas,121.0
johnyellows,126.0
johnyou,159.0
johu,78.0
johumble,92.0
joiada,153.0
joiakim,208.0
joian,88.0
joiarib,67.0
join,69.0
joind,93.0
joinder,135.0
joindstool,121.0
joine,141.0
joined,66.0
joinedthe,179.0
joiner,112.0
joiners,167.0
joinest,91.0
joineth,93.0
joining,87.0
joinings,103.0
joins,106.0
joinst,103.0
joinstools,143.0
joint,98.0
jointcommanders,39.0
jointed,105.0
jointheirs,81.0
jointhough,83.0
jointing,160.0
jointings,103.0
jointlabourer,96.0
jointly,109.5
jointowners,128.0
jointracking,27.5
jointress,143.0
jointring,85.0
joints,103.0
jointservant,91.0
jointsi,81.0
jointslucan,86.0
jointstock,224.0
jointstool,156.0
jointswould,69.0
jointure,83.5
jointures,84.0
joinville,91.0
joist,68.5
joists,142.5
jokdeam,66.5
joke,82.5
joked,98.0
jokeit,81.0
jokeonly,37.0
joker,102.0
jokers,84.0
jokes,97.0
jokesrude,180.0
jokesyour,168.0
jokethought,75.0
jokeyou,108.0
jokim,59.0
joking,73.0
jokingly,107.5
jokmeam,144.0
jokneam,104.0
jokshan,91.0
joktan,72.0
joktheel,188.0
joky,224.0
joli,73.0
jolie,147.0
jolies,59.0
jolis,106.0
jollier,65.0
jollies,79.5
jollily,85.5
jollitie,68.0
jollities,83.5
jollity,110.0
jolllly,132.0
jolly,82.0
jollyboat,107.0
jollyboats,65.0
jollynot,60.0
jollypoldy,251.0
jollys,132.0
jolt,87.0
jolted,85.0
jolthead,49.0
joltheads,106.0
jolting,110.0
joltnodded,92.0
jolts,95.0
joly,56.5
jolys,212.0
jomini,115.0
jommlin,89.0
jon,113.0
jona,58.0
jonadab,55.0
jonah,61.0
jonahand,133.0
jonahs,76.0
jonan,55.0
jonas,91.0
jonasinthewhale,72.0
jonathan,93.0
jonathans,99.0
jonathanyou,106.0
jondrette,132.0
jondrettes,57.0
jones,123.0
joneses,143.0
jonesey,158.0
joness,102.0
jonessmith,168.0
jonestherefore,77.0
jonquils,89.0
jonsonian,117.0
joost,67.0
joosy,149.0
joppa,75.0
jorah,73.0
jorai,95.0
joram,40.0
jordaens,158.0
jordan,45.0
jordans,97.0
jorge,123.0
jorim,55.0
jorinda,123.0
jorindel,194.0
jornada,68.0
jornadas,53.0
jornalero,119.0
jornaleros,41.0
jornandes,172.0
jorum,93.0
jos,45.0
josabad,137.0
josaphat,143.0
jose,151.0
josedech,69.0
josef,121.0
josefine,277.0
josefstadt,105.0
joseph,64.0
josepha,57.5
josephine,100.0
josephines,78.0
josephjoseph,148.0
josephor,162.0
josephrudely,166.0
josephs,94.0
josephthe,69.0
josephus,142.0
joses,109.0
josh,73.0
joshah,88.0
joshaphat,136.0
joshaviah,92.0
joshbekashah,147.0
joshua,35.0
josiah,91.0
josias,125.0
josibiah,38.0
josie,106.0
josies,103.5
josiphiah,51.0
josser,72.0
josssticks,159.0
jostle,74.5
jostled,94.0
jostlement,114.0
jostles,119.0
jostlin,98.0
jostling,98.0
josyphine,144.0
jot,88.0
jotbath,100.0
jotbathah,96.0
jotham,37.0
jotted,82.5
jotter,144.0
jotting,97.0
jottings,82.0
joubert,104.5
jouberts,45.5
joublie,94.0
jouer,195.5
joues,99.0
jougdelaigle,68.0
jouissance,102.0
jouissent,57.0
joult,147.0
jour,127.0
jourdain,136.0
jourdains,111.0
jourdancoupetete,58.0
journal,93.0
journalcontinued,149.0
journalic,152.0
journalism,123.5
journalist,85.5
journalistic,93.0
journalists,84.0
journalistvery,183.0
journalletter,80.0
journals,113.0
journalthe,94.0
journalvremya,91.0
journe,91.0
journey,66.5
journeyand,106.0
journeyas,170.0
journeyat,96.0
journeyd,184.0
journeyed,106.0
journeyers,164.0
journeyest,82.0
journeyfor,95.0
journeyfrom,170.0
journeyhope,113.0
journeying,79.5
journeyings,71.0
journeyis,117.0
journeyman,101.5
journeymans,108.0
journeymen,157.0
journeyonly,107.0
journeys,89.0
journeysand,134.0
journeyso,167.0
journeythat,65.0
journeythe,178.0
journeywomen,154.0
journie,76.0
journied,63.0
journies,54.0
jours,88.0
joust,107.0
jousted,147.0
jousting,144.0
joustings,91.0
jousts,94.0
jouvins,138.0
jove,79.0
jovedescended,119.0
jovelike,99.0
jovem,126.5
joven,156.0
joventud,84.0
joveovid,72.0
joves,137.0
jovethats,81.0
jovial,100.5
joviales,138.0
joviality,64.5
jovially,133.0
jovian,148.0
jovis,121.5
jowaki,220.0
jowett,145.0
jowl,128.0
jowls,75.0
joy,55.0
joya,104.5
joyance,65.0
joyand,95.5
joyas,78.0
joybells,88.5
joybut,117.0
joyce,156.0
joychildlessness,34.5
joyd,97.0
joyed,118.5
joyes,56.0
joyeuse,84.0
joyeux,159.5
joyevery,106.0
joyful,70.0
joyfully,107.5
joyfulness,97.0
joygiving,141.0
joygush,180.0
joyhe,76.0
joyimparting,87.0
joyless,76.5
joylessly,113.0
joymy,117.0
joyn,80.5
joynd,137.0
joyne,64.0
joyned,128.0
joynes,62.0
joyning,102.0
joyns,123.0
joynt,111.5
joynts,87.0
joyof,109.0
joyous,103.0
joyoushe,70.0
joyously,113.0
joyousness,137.0
joyousnessa,121.0
joyoustalking,194.0
joyride,132.0
joyringing,105.0
joys,84.0
joysaved,83.0
joysher,150.0
joysnor,153.0
joysomething,71.0
joytelling,185.0
joythe,125.0
joywood,111.0
joyyet,162.0
jozabad,92.0
jozadak,61.0
jp,197.0
jpiter,110.0
jquima,108.0
jquimas,24.0
js,119.5
juan,92.5
juana,134.0
juans,158.0
juba,139.0
jubainvilles,156.0
jubal,69.0
jubeat,183.0
jubellius,92.0
jubelte,54.0
jubente,85.0
jubeo,135.0
jubera,81.0
jubet,150.0
jubilaba,120.0
jubilant,123.0
jubilantly,121.0
jubilarle,138.0
jubilate,144.0
jubilation,130.5
jubilations,131.0
jubile,76.0
jubilee,92.5
jubilie,107.0
jubn,114.0
jucal,69.0
juciest,208.0
jucken,131.0
jucunda,178.0
jucunde,154.0
jucundo,123.0
jucundum,123.5
juda,115.0
judaea,60.0
judah,30.0
judahs,117.0
judaic,69.0
judaical,102.0
judaicus,125.0
judais,124.0
judas,87.0
judases,63.0
judashand,134.0
judass,110.0
judaswhich,99.0
jude,135.0
judea,84.0
judengasse,142.0
judes,119.0
judg,104.5
judgd,93.0
judge,71.0
judgealtogether,90.0
judgebut,51.0
judged,82.0
